recstat,inout,trhsloc,typeofid,explnstp,othpers,sumissue,offunif,officrid,frisked,searched,contrabn,pistol,riflshot,asltweap,knifcuti,othrweap,radio,ac_rept,ac_inves,rf_vcrim,rf_othsw,ac_proxm,rf_attir,cs_objcs,cs_descr,cs_casng,cs_lkout,rf_vcact,cs_cloth,cs_drgtr,ac_evasv,ac_assoc,cs_furtv,rf_rfcmp,ac_cgdir,rf_verbl,cs_vcrim,cs_bulge,cs_other,ac_incid,ac_time,rf_knowl,ac_stsnd,ac_other,sb_hdobj,sb_outln,sb_admis,sb_other,rf_furt,rf_bulg,offverb,offshld,sex,race,haircolr,eyecolor,build,addrtyp,city,sector,beat,dettypcm,month,year,meters,age,arstmade_cod,violencia
A,O,P,P,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,Y,Y,M,B,BK,BR,M,L,QUEENS,G,U,CM,12,2010,1.7272,20,0,1
1,I,H,V,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,M,B,BK,BR,T,L,BROOKLYN,K,11,CM,5,2010,1.6510000000000002,14,0,0
A,O,P,P,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,Y,Y,M,Q,BK,BR,T,L,QUEENS,H,U,CM,3,2010,1.7272,32,0,1
A,O,P,P,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,P,BK,BR,T,L,BROOKLYN,J,U,CM,5,2010,1.7526000000000002,28,0,0
A,I,P,P,Y,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,F,W,BK,BR,H,L,BRONX,D,5,CM,11,2010,1.8034,24,0,0
1,O,P,P,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,M,Q,BK,BR,T,L,QUEENS,H,U,CM,12,2010,1.8034,28,0,0
1,O,P,V,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,N,N,Y,N,Y,Y,M,W,BR,BR,T,L,QUEENS,E,U,CM,11,2010,1.7272,42,0,0
1,I,H,V,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,F,B,BK,BR,T,L,QUEENS,G,U,CM,1,2010,1.6256,15,0,1
A,O,P,P,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,M,W,BR,HA,M,L,BROOKLYN,B,U,CM,2,2010,1.8542,27,0,0
A,O,P,V,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,Y,Y,M,P,BR,BR,M,L,QUEENS,F,U,CM,9,2010,1.7272,18,0,0
1,I,H,V,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,Y,Y,M,B,BK,BR,M,L,BRONX,F,U,CM,1,2010,1.778,22,0,0
A,O,P,V,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,M,P,BR,BR,M,L,BROOKLYN,B,2,CM,3,2010,1.6256,22,0,1
A,O,P,P,Y,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,Y,Y,M,W,BR,HA,M,L,MANHATTAN,D,U,CM,3,2010,1.7526000000000002,49,0,1
A,O,P,P,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,Y,N,Y,N,Y,N,N,Y,Y,N,Y,N,N,N,N,N,Y,N,N,N,M,P,BK,BR,T,L,QUEENS,D,U,CM,7,2010,1.7272,26,0,1
A,O,P,P,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,Y,Y,Y,Y,M,Q,BR,BR,M,L,MANHATTAN,B,U,CM,4,2010,1.7526000000000002,25,1,0
A,O,P,P,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,M,Q,BK,BR,H,L,BROOKLYN,C,U,CM,3,2010,1.778,24,0,0
A,O,P,V,Y,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,M,W,BR,BR,M,L,BROOKLYN,C,16,CM,12,2010,1.7526000000000002,17,0,0
A,O,P,P,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,M,A,BK,BR,M,L,QUEENS,A,U,CM,4,2010,1.8034,55,0,0
A,O,P,V,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,Y,N,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,M,B,BK,BR,T,L,BROOKLYN,E,14,CM,3,2010,1.6764,17,0,0
1,O,H,V,Y,N,N,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,M,W,BR,HA,T,L,BROOKLYN,A,10,CM,9,2010,1.7526000000000002,27,1,0
A,O,P,V,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,M,Q,BK,BR,M,L,BROOKLYN,C,12,CM,5,2010,1.8034,21,0,0
A,O,P,V,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,M,B,BK,BR,T,L,BROOKLYN,H,U,CM,6,2010,1.7526000000000002,27,0,0
1,I,T,V,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,M,P,BK,BR,M,L,QUEENS,D,U,CM,10,2010,1.778,22,0,0
A,O,P,V,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,M,W,BK,BR,M,L,BROOKLYN,I,U,CM,4,2010,1.7526000000000002,17,0,0
1,O,P,V,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,M,P,BK,BR,M,L,MANHATTAN,A,4,CM,5,2010,1.8034,25,0,1
A,O,P,V,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,M,B,BK,BR,T,L,BROOKLYN,U,U,CM,1,2010,1.7018,26,0,0
1,O,H,P,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,M,B,BK,BK,M,L,BROOKLYN,H,U,CM,3,2010,1.7526000000000002,25,0,0
A,O,P,P,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,Y,Y,M,B,BK,BR,M,L,QUEENS,G,U,CM,9,2010,1.8542,25,0,0
A,O,P,V,Y,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,M,B,BK,BR,M,L,MANHATTAN,K,9,CM,2,2010,1.7018,16,0,1
1,O,H,P,Y,Y,N,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,M,B,BK,BR,T,L,BRONX,E,9,CM,7,2010,1.8288,26,0,0
A,O,P,V,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,Y,M,B,BK,BR,M,L,STATEN IS,G,U,CM,4,2010,1.8288,33,0,1
1,O,H,P,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,M,B,BK,BR,M,L,QUEENS,P,U,CM,9,2010,1.7526000000000002,38,0,0
A,I,P,P,Y,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,M,B,BK,BR,T,L,MANHATTAN,C,U,CM,6,2010,1.7526000000000002,17,0,1
1,I,T,V,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,F,A,BK,BR,M,L,BROOKLYN,F,U,CM,10,2010,1.8288,25,0,0
1,I,H,V,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,M,B,BK,BR,M,L,BRONX,A,19,CM,3,2010,1.7272,32,0,0
1,I,T,P,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,M,B,BA,BR,T,L,MANHATTAN,E,13,CM,10,2010,1.8034,29,0,0
A,O,P,P,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,M,B,BK,BR,M,L,BROOKLYN,F,U,CM,4,2010,1.778,27,0,0
A,O,P,V,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,M,W,BK,BR,M,L,QUEENS,G,U,CM,11,2010,1.778,18,0,0
A,O,P,V,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,B,BK,BR,M,L,QUEENS,C,U,CM,6,2010,1.905,31,0,0
A,O,P,R,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,M,Q,BR,BR,M,L,BRONX,I,U,CM,11,2010,1.8288,27,0,0
A,O,P,V,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,M,B,BK,BR,M,L,STATEN IS,I,U,CM,4,2010,1.778,35,0,0
A,O,P,P,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,M,Q,BR,BR,M,L,BRONX,B,U,CM,4,2010,1.8542,50,0,0
A,O,P,P,Y,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,M,Q,BR,BR,M,L,QUEENS,E,U,CM,8,2010,1.778,41,0,0
1,O,P,P,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,M,Q,BA,BR,M,L,QUEENS,G,U,CM,8,2010,1.7018,35,0,1
A,O,P,P,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,M,B,BK,BR,T,L,QUEENS,B,U,CM,7,2010,1.7018,18,0,0
A,O,P,P,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,M,Q,BK,BR,T,L,QUEENS,D,U,CM,3,2010,1.7018,19,0,0
A,O,P,P,Y,Y,N,Y,N,Y,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,M,B,BK,BR,H,L,BROOKLYN,I,5,CM,7,2010,1.778,16,0,0
A,O,P,P,Y,N,N,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,Y,N,N,N,Z,Z,BK,BR,M,L,QUEENS,C,U,CM,1,2010,1.8288,30,1,0
A,O,P,P,Y,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,Y,M,W,BR,BR,T,L,QUEENS,H,U,CM,8,2010,1.6764,17,0,0
A,O,P,V,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,Y,N,N,N,N,M,Z,BK,BR,M,L,BROOKLYN,I,U,CM,10,2010,1.778,19,0,0
A,O,P,P,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,M,B,BK,BR,M,L,QUEENS,I,20,CM,3,2010,1.7526000000000002,22,0,0
1,I,T,V,Y,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,M,B,BK,BR,M,L,MANHATTAN,E,13,CM,2,2010,1.8542,15,0,0
1,O,P,P,Y,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,M,W,BK,BR,M,L,MANHATTAN,D,10,CM,10,2010,1.7018,20,1,1
1,O,P,V,Y,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,M,Q,ZZ,XX,M,L,STATEN IS,R,U,CM,8,2010,1.6510000000000002,43,0,1
A,O,P,P,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,Y,N,Y,Y,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,Y,M,Q,BK,BR,M,L,BROOKLYN,B,U,CM,9,2010,1.7526000000000002,36,0,1
A,O,P,P,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,M,B,BK,BR,M,L,QUEENS,G,14,CM,12,2010,1.7272,39,0,0
A,O,P,V,Y,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,Y,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,Y,N,N,N,M,P,BR,BR,T,L,BROOKLYN,I,U,CM,11,2010,1.6764,18,0,0
A,O,P,P,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,M,B,BK,BR,M,L,QUEENS,C,U,CM,8,2010,1.7526000000000002,33,0,0
A,O,P,V,Y,Y,N,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,M,B,BK,BR,M,L,BROOKLYN,I,U,CM,11,2010,1.8288,25,0,0
1,I,H,P,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,M,B,BK,BR,T,L,MANHATTAN,K,9,CM,4,2010,1.8288,18,0,0
A,O,P,V,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,Y,N,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,Y,Y,M,U,BR,BR,M,L,STATEN IS,P,U,CM,8,2010,1.7272,32,0,1
A,O,P,P,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,M,B,BK,BR,M,L,BRONX,A,U,CM,4,2010,1.8288,41,0,1
A,O,P,P,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,Y,M,Q,BK,BR,H,L,BROOKLYN,G,U,CM,4,2010,1.7272,25,0,1
A,O,P,V,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,Y,Y,M,B,BK,BR,H,L,BROOKLYN,H,U,CM,11,2010,1.8796,21,0,0
A,O,P,P,Y,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,M,A,BK,BK,M,L,QUEENS,F,U,CM,5,2010,1.6510000000000002,32,0,0
A,O,P,P,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,M,B,BK,BR,M,L,BROOKLYN,C,U,CM,1,2010,1.778,19,0,0
A,O,P,P,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,M,Q,BR,BR,M,L,BROOKLYN,F,7,CM,5,2010,1.6510000000000002,36,0,0
1,I,P,R,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,Y,N,Y,N,N,N,Y,N,Y,Y,N,N,N,Y,N,Y,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,M,P,BK,BR,M,L,BROOKLYN,J,12,CM,7,2010,1.7526000000000002,25,0,0
1,O,H,V,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,M,B,BR,BR,T,L,STATEN IS,H,U,CM,4,2010,1.7526000000000002,20,0,0
A,O,P,V,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,Y,M,Q,BR,BR,M,L,QUEENS,A,U,CM,12,2010,1.7018,17,0,0
A,O,P,V,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,M,Q,BR,BR,M,L,BROOKLYN,J,U,CM,3,2010,1.7526000000000002,27,0,0
1,O,P,V,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,M,P,BK,BR,M,L,QUEENS,H,U,CM,3,2010,1.8288,20,0,0
1,I,H,V,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,M,B,BK,BR,M,L,BROOKLYN,G,U,CM,6,2010,1.7272,37,0,1
1,O,H,V,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,M,B,BR,BR,M,L,BROOKLYN,J,10,CM,10,2010,1.7272,18,0,0
1,O,P,P,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Z,Q,BK,BR,M,L,MANHATTAN,G,U,CM,5,2010,1.6764,22,0,0
A,O,P,P,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,B,BK,BR,T,L,BROOKLYN,D,16,CM,10,2010,1.8288,18,0,0
A,O,P,P,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,M,Q,BK,BR,M,L,QUEENS,M,U,CM,2,2010,1.7018,54,0,0
A,O,P,V,Y,Y,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,Y,Y,M,Q,BR,BR,T,L,QUEENS,B,U,CM,7,2010,1.7272,18,1,0
A,I,P,V,Y,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,M,B,BK,BR,M,L,STATEN IS,T,U,CM,5,2010,1.8034,22,0,0
A,O,P,P,Y,Y,N,Y,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,M,B,BA,BR,H,L,MANHATTAN,H,U,CM,9,2010,1.7272,25,0,1
A,O,P,V,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,Y,M,Q,BA,BR,M,L,BROOKLYN,D,U,CM,3,2010,1.7018,38,0,0
1,I,T,P,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,Y,M,B,BK,BR,T,L,BROOKLYN,J,4,CM,2,2010,1.7272,17,0,1
A,O,P,V,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,Y,Y,N,N,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,Y,Y,M,Q,BR,BR,H,L,QUEENS,E,U,CM,10,2010,1.7526000000000002,24,0,0
A,O,P,P,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,M,B,BK,BR,M,L,BROOKLYN,G,U,CM,4,2010,1.9558,25,0,0
1,I,T,V,Y,N,N,Y,N,Y,Y,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,M,P,BR,BR,T,L,BROOKLYN,G,U,CM,8,2010,1.6256,15,1,1
